Row Labels,TotalOT,PL1,SL1,SP1,IP1,Total SL,TotalLeave,OT,10.5,AGE_YR,SERV_YR,Reason,Status
154K4,33.833,0.583,1.500,0.250,0.167,1.917,2.500,24.208,0.917,30,0,D,Resign
154K5,39.853,0.588,0.118,0.471,0.000,0.588,1.176,27.500,1.176,33,0,A,Resign
154K6,41.000,0.200,0.000,0.000,0.000,0.000,0.200,30.500,1.000,20,0,A,Resign
155F9,18.550,0.000,0.100,0.000,0.000,0.100,0.100,15.400,0.300,27,3,A,Resign
155H2,29.500,0.250,0.000,0.000,0.000,0.000,0.250,21.625,0.750,26,2,A,Resign
155H5,21.750,1.000,0.000,0.000,0.000,0.000,1.000,16.500,0.500,28,2,A,Resign
155K1,18.214,0.000,0.000,0.143,0.143,0.286,0.286,18.214,0.000,26,1,A,Resign
155K4,9.206,0.118,0.529,0.000,0.000,0.529,0.647,6.735,0.235,33,1,A,Resign
155K5,17.250,1.333,0.167,0.500,0.000,0.667,2.000,15.500,0.167,27,0,D,Resign
155K6,25.167,0.000,0.167,0.167,0.000,0.333,0.333,21.667,0.333,21,0,D,Resign
156F1,5.850,0.100,0.100,0.000,0.000,0.100,0.200,4.800,0.100,43,4,A,Resign
156F9,33.786,0.000,0.000,0.000,0.000,0.000,0.000,27.786,0.571,38,4,W,Working
156H4,19.625,0.250,0.000,0.000,0.000,0.000,0.250,17.000,0.250,33,2,A,Resign
156H5,12.500,1.000,0.000,0.000,0.000,0.000,1.000,12.500,0.000,24,2,A,Resign
156K1,38.881,0.476,0.333,0.048,0.000,0.381,0.857,28.881,0.952,21,2,W,Working
156K6,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,21,0,D,Resign
157F2,30.846,0.154,0.103,0.205,0.000,0.308,0.462,26.269,0.436,33,4,W,Working
157K5,22.375,0.250,0.000,0.250,0.000,0.250,0.500,17.125,0.500,33,0,D,Resign
157K6,22.417,0.000,1.000,0.333,0.000,1.333,1.333,17.167,0.500,21,0,A,Resign
158K3,31.643,0.000,0.000,0.000,0.000,0.000,0.000,28.143,0.333,26,1,W,Working
158K4,53.595,0.095,0.000,0.000,0.000,0.000,0.095,39.595,1.333,22,1,W,Working
158K6,12.250,0.000,0.000,0.000,0.000,0.000,0.000,12.250,0.000,22,0,D,Resign
159A6,29.273,0.364,0.000,0.000,0.000,0.000,0.364,22.591,0.636,38,5,D,Resign
159H4,25.357,0.190,0.000,0.000,0.000,0.000,0.190,22.857,0.238,23,3,W,Working
159H9,12.643,0.000,0.143,0.048,0.000,0.190,0.190,11.143,0.143,31,2,W,Working
159K1,34.857,0.333,0.048,0.048,0.000,0.095,0.429,28.857,0.571,21,2,W,Working
159K6,11.250,0.000,0.000,0.000,0.000,0.000,0.000,11.250,0.000,23,0,D,Resign
160K2,45.286,0.048,0.095,0.381,0.143,0.619,0.667,34.786,1.000,25,1,W,Working
160K4,27.167,0.500,0.000,0.667,0.000,0.667,1.167,21.917,0.500,27,0,D,Resign
160K6,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,37,0,A,Resign
161F1,16.950,0.000,0.600,0.000,0.000,0.600,0.600,14.850,0.200,24,4,D,Resign
161F2,42.643,0.143,0.048,0.000,0.000,0.048,0.190,33.643,0.857,35,4,W,Working
161F9,21.250,0.000,0.000,0.000,0.250,0.250,0.250,16.875,0.417,27,3,A,Resign
161G5,9.095,0.000,0.095,0.476,0.000,0.571,0.571,8.595,0.048,30,4,W,Working
161G9,36.218,0.000,0.077,0.410,0.154,0.641,0.641,28.141,0.769,26,3,W,Working
161K1,52.452,0.095,0.238,0.000,0.000,0.238,0.333,37.452,1.429,20,2,W,Working
161K6,20.083,0.000,0.667,0.167,0.000,0.833,0.833,14.833,0.500,32,0,A,Resign
162G9,23.808,0.179,0.051,0.462,0.000,0.513,0.692,20.846,0.282,23,3,W,Working
162H6,52.929,0.000,0.048,0.000,0.000,0.048,0.048,38.429,1.381,35,3,W,Working
162K1,45.048,0.571,0.238,0.095,0.000,0.333,0.905,32.048,1.238,33,2,W,Working
162K5,25.500,1.000,0.000,0.000,0.000,0.000,1.000,20.250,0.500,18,0,A,Resign
162K6,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,20,0,A,Resign
163A7,10.000,0.167,0.000,0.000,0.000,0.000,0.167,10.000,0.000,40,5,A,Resign
163H4,64.095,0.095,0.000,0.000,0.000,0.000,0.095,43.595,1.952,26,3,W,Working
163K1,29.571,0.095,0.000,0.095,0.000,0.095,0.190,25.071,0.429,28,2,W,Working
163K2,36.595,0.333,0.381,0.000,0.000,0.381,0.714,26.095,1.000,29,1,W,Working
163K6,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,21,0,D,Resign
164F4,11.333,0.000,0.095,0.000,0.000,0.095,0.095,9.833,0.143,26,4,W,Working
164F6,12.762,0.000,0.000,0.000,0.000,0.000,0.000,11.262,0.143,38,4,W,Working
164G3,2.071,0.000,3.476,0.000,0.000,3.476,3.476,1.571,0.048,37,4,W,Working
164K2,37.200,0.800,0.400,0.000,0.000,0.400,1.200,24.600,1.200,24,1,A,Resign
164K6,8.125,0.000,0.000,1.250,3.000,4.250,4.250,8.125,0.000,29,0,A,Resign
165F1,11.250,0.000,0.000,0.000,0.000,0.000,0.000,11.250,0.000,44,4,D,Resign
165H7,12.524,0.143,0.190,0.000,0.000,0.190,0.333,11.024,0.143,32,3,W,Working
165H9,13.750,0.000,0.000,0.000,0.000,0.000,0.000,13.750,0.000,21,2,A,Resign
165K3,30.250,0.100,0.000,0.000,0.000,0.000,0.100,23.950,0.600,21,1,A,Resign
165K6,1.786,0.429,0.000,0.000,0.000,0.000,0.429,1.786,0.000,28,0,A,Resign
166G5,16.310,0.000,0.000,0.000,0.000,0.000,0.000,13.810,0.238,28,4,W,Working
166K1,62.333,0.000,0.000,0.238,0.000,0.238,0.238,42.833,1.857,24,2,W,Working
166K5,22.833,0.359,0.462,0.359,0.000,0.821,1.179,20.679,0.205,20,1,W,Working
166K6,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,26,0,A,Resign
167G2,13.595,0.000,0.095,0.048,0.000,0.143,0.143,12.095,0.143,38,4,W,Working
167G8,40.357,0.000,0.524,0.095,0.000,0.619,0.619,30.357,0.952,38,3,W,Working
167K1,48.833,0.000,0.048,0.000,0.000,0.048,0.048,36.833,1.143,28,2,W,Working
167K3,52.643,0.190,0.476,0.000,0.000,0.476,0.667,38.643,1.333,33,1,W,Working
167K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,D,Resign
167K5,7.500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,0.000,20,0,D,Resign
167K6,0.714,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.000,33,0,A,Resign
168F1,31.619,0.000,0.905,0.190,0.000,1.095,1.095,22.119,0.905,40,4,W,Working
168G9,55.429,0.190,0.000,0.381,0.333,0.714,0.905,38.429,1.619,24,3,W,Working
168H5,25.500,1.500,0.000,0.000,0.000,0.000,1.500,20.250,0.500,28,2,A,Resign
168H7,24.000,0.000,0.200,0.000,0.000,0.200,0.200,18.750,0.500,36,2,A,Resign
168K6,0.714,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.000,24,0,A,Resign
169D4,49.952,0.000,0.095,0.000,0.000,0.095,0.095,37.952,1.143,47,5,W,Working
169F1,10.000,0.000,0.250,0.000,0.000,0.250,0.250,10.000,0.000,35,4,A,Resign
169H3,2.500,0.500,0.000,0.000,0.000,0.000,0.500,2.500,0.000,41,2,A,Resign
169H4,46.310,0.143,0.000,0.048,0.381,0.429,0.571,33.810,1.190,33,3,W,Working
169K1,58.643,0.000,0.000,0.000,0.000,0.000,0.000,41.643,1.619,32,2,W,Working
169K2,34.381,0.524,0.952,0.381,0.143,1.476,2.000,25.381,0.857,28,1,W,Working
169K6,50.964,0.000,0.000,0.000,0.000,0.000,0.000,37.089,1.321,20,0,W,Working
170F3,52.321,0.051,0.256,0.000,0.154,0.410,0.462,38.051,1.359,43,4,W,Working
170G1,9.382,0.000,0.235,0.059,0.000,0.294,0.294,8.147,0.118,38,4,A,Resign
170H6,29.095,0.000,0.000,0.000,0.095,0.095,0.095,26.095,0.286,29,3,W,Working
170K1,33.357,0.143,0.571,0.048,0.000,0.619,0.762,27.357,0.571,20,2,W,Working
170K3,48.690,0.048,0.667,0.048,0.000,0.714,0.762,36.190,1.190,20,1,W,Working
170K5,11.174,0.609,0.261,2.174,0.000,2.435,3.043,10.261,0.087,24,0,A,Resign
170K6,8.214,0.429,0.000,0.000,0.000,0.000,0.429,8.214,0.000,25,0,A,Resign
171G4,8.750,1.000,0.000,0.000,0.000,0.000,1.000,8.750,0.000,25,3,A,Resign
171H3,13.119,0.000,0.762,0.000,0.000,0.762,0.762,11.619,0.143,28,3,W,Working
171H6,13.750,1.000,0.250,0.000,0.000,0.250,1.250,13.750,0.000,39,2,D,Resign
171K1,48.524,0.143,0.000,0.000,0.333,0.333,0.476,36.524,1.143,25,2,W,Working
171K2,43.857,0.286,0.095,0.048,0.190,0.333,0.619,30.857,1.238,32,1,W,Working
171K3,53.381,0.143,0.048,0.095,0.000,0.143,0.286,37.881,1.476,28,1,W,Working
171K6,42.533,0.000,0.267,0.133,0.000,0.400,0.400,29.933,1.200,35,0,A,Resign
172F6,11.524,0.190,0.095,0.429,0.000,0.524,0.714,10.524,0.095,25,4,W,Working
172H1,34.381,0.000,0.000,0.000,0.000,0.000,0.000,28.381,0.571,33,3,W,Working
172H8,14.833,0.000,0.000,0.000,0.000,0.000,0.000,12.833,0.190,33,3,W,Working
172H9,41.595,0.000,0.000,0.000,0.000,0.000,0.000,28.595,1.238,41,2,W,Working
172K1,24.825,0.125,0.525,0.250,0.000,0.775,0.900,22.725,0.200,25,2,W,Working
172K3,36.643,0.619,0.333,0.381,0.000,0.714,1.333,28.143,0.810,25,1,A,Resign
172K4,58.429,0.048,0.048,0.000,0.000,0.048,0.095,42.429,1.524,36,1,W,Working
172K5,44.436,0.410,0.436,0.051,0.000,0.487,0.897,32.051,1.179,24,1,W,Working
172K6,28.773,0.545,0.000,0.818,0.000,0.818,1.364,20.182,0.818,27,0,A,Resign
173K2,14.857,0.429,1.214,0.000,0.000,1.214,1.643,12.607,0.214,27,1,A,Resign
173K4,60.667,0.000,0.000,0.000,0.000,0.000,0.000,43.667,1.619,28,1,W,Working
173K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,D,Resign
173K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18,0,D,Resign
174F1,27.250,0.000,0.583,0.667,0.000,1.250,1.250,21.125,0.583,42,4,A,Resign
174H5,5.238,0.000,0.048,0.000,0.000,0.048,0.048,5.238,0.000,43,3,W,Working
174K1,39.808,0.000,0.000,0.000,0.000,0.000,0.000,31.731,0.769,27,2,W,Working
174K4,44.250,0.000,0.000,0.000,0.000,0.000,0.000,30.250,1.333,31,0,A,Resign
174K5,19.414,1.229,0.257,0.229,0.257,0.743,1.971,18.814,0.057,33,0,D,Resign
174K6,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,38,0,A,Resign
175F4,9.571,0.238,0.190,0.381,0.381,0.952,1.190,9.071,0.048,24,4,W,Working
175F8,14.708,0.167,0.083,0.333,0.000,0.417,0.583,11.208,0.333,39,3,D,Resign
175G3,10.071,0.000,0.095,0.000,0.000,0.095,0.095,8.071,0.190,35,4,W,Working
175K3,52.750,0.250,0.000,0.250,0.000,0.250,0.500,37.000,1.500,22,0,D,Resign
175K5,58.795,0.051,0.410,0.077,0.000,0.487,0.538,40.487,1.744,40,1,W,Working
175K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33,0,A,Resign
176A8,10.381,0.000,0.000,0.000,0.000,0.000,0.000,8.881,0.143,39,6,W,Working
176G9,22.632,0.263,0.105,0.000,0.000,0.105,0.368,22.632,0.000,31,3,A,Resign
176H3,13.119,0.190,0.000,0.000,0.000,0.000,0.190,11.619,0.143,34,3,W,Working
176H7,8.750,1.000,0.000,0.000,0.000,0.000,1.000,8.750,0.000,24,2,A,Resign
176K1,46.500,0.355,0.129,0.065,0.000,0.194,0.548,33.968,1.194,28,1,D,Resign
176K2,48.929,0.286,0.333,0.333,0.000,0.667,0.952,32.929,1.524,22,1,W,Working
176K6,0.000,0.000,0.000,0.000,0.286,0.286,0.286,0.000,0.000,18,0,A,Resign
177F1,8.238,0.000,0.429,0.238,0.000,0.667,0.667,6.738,0.143,24,4,W,Working
177F3,37.808,0.436,0.513,0.308,0.154,0.974,1.410,29.192,0.821,26,4,W,Working
177H7,7.286,0.000,0.000,0.381,0.000,0.381,0.381,5.786,0.143,35,3,W,Working
177K2,31.143,0.333,0.143,0.143,0.238,0.524,0.857,24.143,0.667,23,1,W,Working
177K3,49.119,0.048,0.286,0.095,0.190,0.571,0.619,37.119,1.143,26,1,W,Working
177K5,25.125,1.250,0.000,0.000,0.000,0.000,1.250,17.250,0.750,20,0,A,Resign
177K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,A,Resign
178F1,11.476,0.000,0.000,0.000,0.000,0.000,0.000,10.976,0.048,44,4,W,Working
178G8,12.921,0.053,0.105,0.000,0.263,0.368,0.421,11.263,0.158,31,3,A,Resign
178H3,21.042,0.000,0.167,0.000,0.000,0.167,0.167,16.667,0.417,42,3,A,Resign
178K2,32.500,0.071,0.143,0.286,0.143,0.571,0.643,25.000,0.714,26,1,A,Resign
178K6,49.661,0.071,0.000,0.000,0.000,0.000,0.071,37.286,1.179,31,0,W,Working
179F7,26.857,0.000,0.286,0.000,0.000,0.286,0.286,22.357,0.429,34,3,A,Resign
179K3,44.885,0.692,0.154,0.000,0.000,0.154,0.846,31.962,1.231,33,1,A,Resign
179K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,A,Resign
180H6,37.244,0.128,0.462,0.103,0.000,0.564,0.692,29.705,0.718,22,3,W,Working
180H9,7.167,0.000,0.476,0.000,0.000,0.476,0.476,5.667,0.143,26,2,W,Working
180K2,28.412,0.235,0.000,0.000,0.000,0.000,0.235,22.235,0.588,24,1,D,Resign
180K3,15.500,0.500,0.000,0.000,0.000,0.000,0.500,10.250,0.500,28,0,A,Resign
180K5,47.615,0.038,0.154,0.731,0.231,1.115,1.154,32.269,1.462,30,0,A,Resign
180K6,48.411,0.071,0.821,0.000,0.000,0.821,0.893,34.161,1.357,22,0,W,Working
181F1,28.000,0.000,0.000,0.250,0.000,0.250,0.250,22.750,0.500,24,4,A,Resign
181F6,22.000,0.000,0.000,0.000,0.000,0.000,0.000,18.500,0.333,24,3,D,Resign
181K3,23.638,0.325,0.600,0.150,0.000,0.750,1.075,20.225,0.325,22,1,W,Working
181K5,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,29,0,A,Resign
181K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18,0,D,Resign
182F1,14.667,0.000,0.000,0.000,0.000,0.000,0.000,13.167,0.143,26,4,W,Working
182F8,15.119,0.048,0.143,0.286,0.000,0.429,0.476,12.619,0.238,41,4,W,Working
182G3,18.375,0.000,0.250,0.000,0.000,0.250,0.250,15.750,0.250,28,3,A,Resign
182K1,61.000,0.143,0.095,0.000,0.000,0.095,0.238,43.000,1.714,30,2,W,Working
182K6,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,38,0,A,Resign
183G8,7.500,0.000,0.250,0.000,0.000,0.250,0.250,7.500,0.000,24,3,A,Resign
183G9,40.625,0.000,0.250,0.000,0.000,0.250,0.250,27.500,1.250,24,3,A,Resign
183H5,18.050,0.000,0.000,0.100,0.000,0.100,0.100,14.900,0.300,27,2,A,Resign
183K2,15.119,0.143,0.286,0.333,0.000,0.619,0.762,12.619,0.238,21,1,W,Working
183K4,26.974,0.000,1.053,0.105,0.000,1.158,1.158,21.447,0.526,24,1,D,Resign
183K5,38.239,0.087,0.957,0.435,0.000,1.391,1.478,28.196,0.957,21,0,A,Resign
183K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22,0,D,Resign
184F1,26.000,0.000,0.500,0.000,0.000,0.500,0.500,20.750,0.500,41,4,A,Resign
184F7,11.059,0.118,0.176,0.353,0.000,0.529,0.647,9.206,0.176,41,4,D,Resign
184H3,16.071,0.000,0.000,0.000,0.000,0.000,0.000,13.571,0.238,33,3,W,Working
184K2,26.641,0.333,0.436,0.051,0.000,0.487,0.821,22.872,0.359,23,1,W,Working
184K3,57.179,0.000,0.000,0.000,0.256,0.256,0.256,40.756,1.564,22,1,W,Working
184K4,0.000,0.000,0.000,0.250,0.000,0.250,0.250,0.000,0.000,26,0,D,Resign
184K5,55.731,0.000,0.000,0.205,0.000,0.205,0.205,40.654,1.436,22,1,W,Working
184K6,0.714,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.000,20,0,A,Resign
185H5,19.300,0.100,0.200,0.100,0.000,0.300,0.400,16.150,0.300,27,2,A,Resign
185K2,55.192,0.282,0.077,0.000,0.000,0.077,0.359,40.385,1.410,26,1,W,Working
185K3,7.769,0.282,0.000,0.000,0.000,0.000,0.282,5.615,0.205,21,1,W,Working
185K4,48.167,0.048,0.048,0.333,0.000,0.381,0.429,36.167,1.143,19,1,W,Working
185K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,A,Resign
186G3,18.375,0.000,0.000,0.000,0.000,0.000,0.000,15.750,0.250,29,3,A,Resign
186K4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37,0,D,Resign
186K5,40.000,0.375,0.150,0.500,0.250,0.900,1.275,30.813,0.875,23,1,W,Working
186K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20,0,A,Resign
187K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20,0,A,Resign
188H1,51.405,0.048,0.000,0.333,0.000,0.333,0.381,36.905,1.381,21,3,W,Working
188K2,42.278,0.000,0.000,0.000,0.000,0.000,0.000,30.028,1.167,26,1,A,Resign
188K5,59.727,0.182,0.364,0.182,0.000,0.545,0.727,40.636,1.818,31,0,A,Resign
188K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,A,Resign
189F1,16.250,0.143,1.143,0.357,0.000,1.500,1.643,12.500,0.357,37,4,A,Resign
189H6,34.857,0.143,0.381,0.000,0.000,0.381,0.524,26.357,0.810,42,3,W,Working
189K1,50.762,0.000,0.048,0.095,0.000,0.143,0.143,37.762,1.238,26,2,W,Working
189K5,61.282,0.000,0.154,0.103,0.000,0.256,0.256,42.705,1.769,22,1,W,Working
189K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,A,Resign
190H7,11.875,0.250,0.000,0.000,0.000,0.000,0.250,11.875,0.000,28,2,D,Resign
190H9,8.833,0.000,0.095,0.000,0.000,0.095,0.095,7.333,0.143,23,2,W,Working
190K1,17.125,0.000,0.000,0.000,0.000,0.000,0.000,14.500,0.250,31,1,A,Resign
190K2,50.936,0.000,0.410,0.205,0.000,0.615,0.615,36.397,1.385,21,1,W,Working
190K3,47.385,0.051,0.308,0.051,0.000,0.359,0.410,34.462,1.231,28,1,W,Working
190K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26,0,A,Resign
191G1,24.000,0.714,0.048,0.000,0.000,0.048,0.762,21.500,0.238,36,4,W,Working
191G4,48.436,0.103,0.000,0.051,0.000,0.051,0.154,35.244,1.256,41,4,W,Working
191K1,48.643,0.000,0.048,0.333,0.000,0.381,0.381,36.143,1.190,23,2,W,Working
191K2,34.364,0.000,0.000,0.000,0.000,0.000,0.000,26.727,0.727,27,1,A,Resign
191K5,36.500,0.167,0.278,0.111,0.222,0.611,0.778,29.500,0.667,19,0,A,Resign
191K6,59.839,0.000,0.107,0.000,0.000,0.107,0.107,41.839,1.714,24,0,W,Working
192K1,36.095,0.143,0.000,0.095,0.333,0.429,0.571,26.595,0.905,24,2,W,Working
192K3,22.667,0.538,0.000,0.000,0.000,0.000,0.538,21.590,0.103,25,1,W,Working
192K5,32.158,0.316,0.105,0.105,0.842,1.053,1.368,23.316,0.842,32,0,A,Resign
192K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27,0,D,Resign
193G2,18.238,0.000,0.905,0.000,0.000,0.905,0.905,16.738,0.143,30,4,W,Working
193G9,43.643,0.143,0.000,0.048,0.000,0.048,0.190,31.643,1.143,39,3,W,Working
193H6,11.250,0.500,0.000,0.000,0.000,0.000,0.500,11.250,0.000,22,2,D,Resign
193K2,37.526,0.947,0.000,0.211,0.000,0.211,1.158,27.579,0.947,26,1,A,Resign
193K6,65.661,0.000,0.143,0.000,0.000,0.143,0.143,44.661,2.000,29,0,W,Working
194H7,10.625,0.000,0.000,0.000,0.000,0.000,0.000,10.625,0.000,23,2,A,Resign
194H8,29.462,0.256,0.051,0.000,0.000,0.051,0.308,24.346,0.487,38,3,W,Working
194K6,1.786,0.000,0.857,0.000,0.000,0.857,0.857,1.786,0.000,32,0,D,Resign
195G2,11.875,0.000,0.250,0.000,0.000,0.250,0.250,11.875,0.000,26,3,A,Resign
195H1,44.095,0.095,0.095,0.000,0.000,0.095,0.190,33.595,1.000,28,3,W,Working
195H9,19.917,0.167,0.167,0.000,0.000,0.167,0.333,16.417,0.333,20,2,A,Resign
195K1,45.929,0.095,0.190,0.429,0.000,0.619,0.714,34.429,1.095,26,2,W,Working
195K2,53.615,0.000,0.051,0.000,0.000,0.051,0.051,38.538,1.436,27,1,W,Working
195K5,52.750,0.000,0.000,0.000,0.000,0.000,0.000,37.000,1.500,35,0,A,Resign
195K6,2.143,0.000,0.000,0.000,0.000,0.000,0.000,2.143,0.000,21,0,D,Resign
196H1,27.048,0.000,0.000,0.000,0.381,0.381,0.381,25.548,0.143,24,3,W,Working
196H6,11.588,0.000,0.176,0.000,0.000,0.176,0.176,10.353,0.118,22,3,A,Resign
196K6,14.286,0.571,0.000,0.000,0.000,0.000,0.571,14.286,0.000,19,0,D,Resign
197F9,19.300,0.000,0.000,0.500,0.000,0.500,0.500,16.150,0.300,34,3,A,Resign
197G3,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,27,3,A,Resign
197H7,23.375,0.000,0.000,0.000,0.000,0.000,0.000,20.750,0.250,23,2,A,Resign
197K2,43.750,0.000,0.000,0.000,0.000,0.000,0.000,30.625,1.250,31,1,A,Resign
197K5,52.750,0.000,0.000,0.000,0.000,0.000,0.000,37.000,1.500,32,0,A,Resign
197K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21,0,A,Resign
198F1,8.750,0.000,0.000,0.000,0.250,0.250,0.250,8.750,0.000,26,4,A,Resign
198F4,16.190,0.000,0.048,0.000,0.000,0.048,0.048,13.690,0.238,23,4,W,Working
198F8,13.950,0.200,0.100,0.900,0.300,1.300,1.500,11.850,0.200,28,3,D,Resign
198G1,42.553,0.421,0.368,0.105,0.000,0.474,0.895,30.947,1.105,31,4,D,Resign
198G6,11.206,0.000,0.118,0.000,0.000,0.118,0.118,9.353,0.176,43,3,A,Resign
198H5,13.952,0.000,0.000,0.333,0.000,0.333,0.333,12.452,0.143,36,3,W,Working
198K1,33.952,0.095,0.000,0.000,0.000,0.000,0.095,24.952,0.857,23,2,W,Working
198K6,48.679,0.214,0.071,0.071,0.000,0.143,0.357,36.304,1.179,18,0,W,Working
199K2,30.750,0.000,0.250,0.000,0.000,0.250,0.250,22.875,0.750,24,1,A,Resign
199K3,30.282,0.872,0.769,0.128,0.000,0.897,1.769,24.628,0.538,27,1,W,Working
199K6,12.955,0.000,0.182,0.000,0.000,0.182,0.182,12.955,0.000,18,0,A,Resign
200F1,33.048,0.095,0.000,0.000,0.000,0.000,0.095,26.048,0.667,28,4,A,Resign
200H1,16.833,0.000,0.000,0.000,0.000,0.000,0.000,15.083,0.167,25,2,A,Resign
200H9,21.583,0.000,0.000,0.000,0.000,0.000,0.000,18.083,0.333,38,2,A,Resign
200K1,53.333,0.000,0.000,0.000,0.000,0.000,0.000,38.333,1.429,31,2,W,Working
200K2,52.500,0.000,0.359,0.000,0.000,0.359,0.359,39.038,1.282,23,1,W,Working
200K3,31.375,0.000,0.750,0.000,0.000,0.750,0.750,23.500,0.750,32,0,A,Resign
200K6,40.591,0.000,0.364,0.000,0.000,0.364,0.364,27.227,1.273,18,0,A,Resign
201F1,33.690,0.286,0.000,0.000,0.000,0.000,0.286,26.190,0.714,34,4,A,Resign
201H2,15.190,0.000,0.000,0.048,0.000,0.048,0.048,13.190,0.190,30,3,W,Working
201K1,53.619,0.000,0.000,0.286,0.095,0.381,0.381,38.119,1.476,41,2,W,Working
201K2,36.026,0.205,0.051,0.051,0.000,0.103,0.308,27.949,0.769,24,1,W,Working
201K3,51.808,0.077,0.641,0.051,0.308,1.000,1.077,37.538,1.359,20,1,W,Working
201K6,16.273,0.818,0.455,0.000,0.000,0.455,1.273,12.455,0.364,29,0,D,Resign
202H1,20.000,0.000,0.500,0.000,0.000,0.500,0.500,20.000,0.000,22,2,A,Resign
202H3,12.286,0.000,0.381,0.000,0.000,0.381,0.381,10.786,0.143,32,3,W,Working
202K2,63.846,0.051,0.000,0.051,0.000,0.051,0.103,44.731,1.821,25,1,W,Working
202K4,17.881,1.905,1.000,0.000,0.000,1.000,2.905,13.881,0.381,29,1,W,Working
202K6,14.982,0.643,0.357,0.000,0.000,0.357,1.000,14.232,0.071,23,0,D,Resign
203H2,20.750,0.063,0.063,0.125,0.000,0.188,0.250,16.156,0.438,35,3,A,Resign
203K2,57.231,0.000,0.077,0.154,0.000,0.231,0.231,40.000,1.641,23,1,W,Working
203K4,44.405,0.190,0.238,0.429,0.048,0.714,0.905,33.905,1.000,22,1,W,Working
203K5,38.643,0.048,0.190,0.000,0.000,0.190,0.238,23.643,1.429,30,1,W,Working
203K6,28.225,0.400,0.400,0.000,0.000,0.400,0.800,21.925,0.600,29,0,A,Resign
204F1,16.700,0.000,0.000,0.000,0.000,0.000,0.000,14.600,0.200,23,4,A,Resign
204F4,9.810,0.000,0.000,0.000,0.333,0.333,0.333,9.310,0.048,26,4,W,Working
204G4,18.550,0.000,0.000,0.000,0.000,0.000,0.000,15.400,0.300,23,3,D,Resign
204G9,21.795,0.000,0.179,0.564,0.000,0.744,0.744,21.795,0.000,27,3,W,Working
204H5,15.875,1.000,0.750,0.000,0.000,0.750,1.750,13.250,0.250,31,2,D,Resign
204H6,17.125,0.000,0.000,0.000,0.000,0.000,0.000,14.500,0.250,42,2,A,Resign
204K1,27.464,0.714,0.000,0.071,0.000,0.071,0.786,22.214,0.500,33,1,D,Resign
204K2,44.731,0.051,0.154,0.000,0.205,0.359,0.410,34.769,0.949,40,1,W,Working
204K4,32.381,0.095,0.190,0.000,0.000,0.190,0.286,27.381,0.476,28,1,W,Working
204K6,5.455,0.000,0.000,0.000,0.000,0.000,0.000,5.455,0.000,37,0,D,Resign
205A2,14.476,0.000,0.000,0.000,0.000,0.000,0.000,12.476,0.190,45,6,W,Working
205F1,14.952,0.000,0.000,0.000,0.000,0.000,0.000,12.952,0.190,26,4,W,Working
205F5,27.192,0.436,0.128,0.051,0.000,0.179,0.615,21.808,0.513,22,4,W,Working
205H3,12.524,0.000,0.333,0.000,0.000,0.333,0.333,11.024,0.143,26,3,W,Working
205H4,58.524,0.000,0.000,0.000,0.000,0.000,0.000,41.024,1.667,33,3,W,Working
205K2,62.179,0.000,0.077,0.000,0.000,0.077,0.077,43.064,1.821,28,1,W,Working
